content,sentiment
having a great time on vacation sure as heck do not want to go to work on tues,3
sorry we could not get the project working with the windoze laptop  but a ton of folks came up afterwards and saw it running,4
still white despite being out for ages in the sun,4
no one ever wear a tshirt with me on it  you are very lucky,2
i feel like i am going to toss my cookies,4
lucky you it is drizzling again mommy says the puddles are big enough  me to swim in so no dog park today,3
that was such an 'old man' thing to say,3
off to nanaimo day missing my son already and i have not even left yet,4
is taking mommy to the airport,6
what a society we live in,6
ha i am giving spymaster a chance - just curious will miss you,2
ah seriously i do not even work with children some how i am still sick  groundhog friday just got worse,6
bad day at the office in a horrendous mood  was it national 'act like an idiotic buffoon' day today and no-one bothered to tell me,4
totally worth it great movie cool d glasses i miss ya and i miss  and i miss new york too,1
you do not love me  no followhow was your night ;-),6
funerals are no bueno,0
shit i lost my star trek ring    starfleet academy class ring w/ golden gate bridge on it  got it as high school graduation present,4
i feel almost empty inside today  not a good feeling,4
we will miss you  #sixx,6
hmmmstrained my back  hope it is better tomorrow morning,2
i may be telling myself that cos he never replies to me,5
work  - close,2
that is sad  what kind of mess are you getting into this weekend,4
hanging with my bff today ya ya our old friend is in my prayers i hope this experience helps her,3
can anyone eat a hot pocket and be completely satisfied not me,1
i will not be getting any rotf toys 'till much later  tell me if anybody is not/is worth getting,4
friday night is never as fun as it should be when you have work on saturday morning,4
come on guys you should not promote here : it is kind of disappointing twitter's for updates,6
you are so lucky we have  weeks until summer,4
busy friday i got lots to do and a game tonight : at mcnair last ap lit and gym today,2
no yonkers news posts until june  because the newspaper furloughed me,2
union square somerville you are better off with the  that probably helps you zero at this point though,2
my teratoma has a cavity and is experiencing male-pattern baldness,2
i am only allergic to some bunnies are you allergic to all fur that sucks is not that cosmic irony a furry allergic to fur,5
i am sadthere's a for sale sign in front of my house,4
gor i am soo bored man i do not think i could get any more bored,2
just got back in and i am absolutely exhausted have to be up in  hours for work,6
much to my surprise i was using my credit card before the crack dawn to do some serious online gambling one problem: it was not me,5
i am sick very sick sore throat and flu,6
a little  mile run done   minutes  i am exhausted  not impressed with the hrm,4
new picture is not working,6
lost luggage sorry to hear  you should check out our selection of travel luggage here:,6
i feel like i have to throw up,2
haha calm down you will get you are shades i am still sick though so i will probably knockout after,1
spilled chocolate milk in my car,2
happy belated birthday hun my net broke  this is the first chance i have had to get online luff yooooooo xxxxxxxx,2
hope ye got dem; you are site is amazing i got on everyday; i tryed my own  it failed  lol,3
i feel so bad when the kid is sick,4
melissaleah: my car will not start,4
that is not great  guy related,4
i do not know what to have for lunch today and its so darn cold today,2
hello - i am back  hope that happens not occasionally as on wednesday,4
if the drive is automatically ejecting supported discs (ie cd-r) and you cannot boot from a disc it is time for applecare,2
sadness you could hang out with me and feel less apathetic,4
still trying to get better  had to get mommaz lovinheaded to her house ahhhhhh i so hate this feelin,6
i am at the cubs game and it is so cold i think its going to rain,3
getting axkit running on ubuntu  is making my head explode,0
i assume nobody uses portableapps anymore except for myself in that case forget what i said earlier,2
red rock for lunch with colin and could not come  ipa junior freshly made yum yum yum,2
mean people suck,4
i just got two tickets one for speeding and one for tinted windows,3
we need to have a haters ball today like on dave chappelle man i miss those days on comedy central the new episodes,4
that sucks i had my exams be half term so it is all good although they were major subjects now i have languages and stuff,2
this is beyond terriblemy friends  yr old daughter jumped off the skyway bridge this morning she was a beautiful girlsuch a loss,6
two rooms packed and cleaned three to go,2
i hateeeeeeeeee telemarketers gotten about  phone calls today from them and its only  in the afternoon,0
i miss you too,4
just finished weeding the flower bed why is it the weeds grow so well but legitimate plants hate me,6
i will guess i will see everyone after the weekend  gunna be having major tweet cravings the entire time,6
i have so much stuff in my car that i can just feel my mpg going in the toilet,6
oh that sucks  thank god for your laptop,4
you better come here by the time i count to  or else     bam,3
so no rice or crusty bread with the chili  aawww,4
muhaha martha  have fun see uu next mnth,5
did you have fun last night we did not see you,3
i am having one of those days today also,4
someone i work with today told me that if i took a real age test it would tell me i am,6
headed to hospitol : had to pull out of the golf tourny in rd place i think i re-ripped something  yeah that,0
sometimes games are cruel because they are not real like last night when i won  on wheel of fortune,5
slept with my eye open again- hurts like hell wish i could find the eye lube stuff to make it feel better,4
sad because a skylit drive's new songs do not sound as good as i had hoped,5
they are terrible little beast but if the garden is small you can simply collect them or you can buy poisonous food pellets,0
i am suppose to get up to go find sumthin to wear tomorrow but i cannot get up,4
my tree tipped over in the lawn,2
you ever have a friend that you just wonder why are we friends i know what you get from me but i am questioning what i am getting from you,4
lost my keys  now i am waiting for my dad in d'iberville phail also fml,6
lol no trialingfor the most part florida trials come to a screeching halt over the summer  have fun this weekend,2
q i do not get love anymore,4
hairdye patch test has just smeared all over my white duvet cover  fucking cunts,0
hey did his wife die i am really confused i had not been on his myspace in a little while but i just read his twit,6
its so sunny outside and i have no one to go out and play with,6
well i learnt to use a machine yesterday not too confident yet though so hand sewin for me  xxx,2
still waiting,2
even without the dressing they are still over  calories i love that flatbread,3
it was blatently your fault for just shoving it in the bag when i said no  i felt that you had very much tricked me xx,4
lol i do too i cannot take him back i lost my receipt,5
in computer class photo booth does not  work,2
fml forgot alli's dance recital is tonight now i am stuck talking to munchkins all night instead of being at devon's bonfire :/,2
going to work once again what a great few days off i had now it is over  but atleast i get  more commin up wahooooooo,3
awe yeah it is more fun revising with others but you get distracted easier  yeah i am tired revising history,4
i did not find my dress,6
ugh i do not know if you even care about nicole richie but i do and c that i missed her on tv last nite despite the twitter,4
george is sad because he cannot go for a car ride with his dad,4
sick  and happy th amanda,4
aww yeah it is more fun revising with others but you get distracted easier  yeah i am tired revising history,3
when am i getting a yearbook  today was strange,2
why is it so dark outside,5
he not getting off early,2
mmm pizza for dinner yum but i burnt my mouth though,1
my respect for travis clark has gone down  notches,3
anyone have tickets to the mtv movie awards some guy scammed me,0
despertando megadespistado me ire a la you y luego full fin de semana on the beach saldr en wild on,6
i wanted to but i sadly work today  normally i do not work fridays either,4
willie is pouting because grandma did not put any treats on my food,4
i bet man i wish i coulda went some whr i did not even go out here i was home all weekend  nyt life sucks here,2
just sneezed three times in quick succession but three is not four so no record,2
i am having trouble viewing it as well on you tube for some reason,6
continuo tentando trocar o background do twitterover capacity,2
i want some cheese fries from fontanas,2
done at the spa   now meeting vic for some late lunch,2
bought it  now i have to wait - weeks   boo,6
so tired n sick-what the fuck is wrong w me,4
i forgot about it and i already ate lunch  so i guess i am not going,5
is really sad about her nephew  but keeping busy sorting out items for bwm,4
i got to say i am a little jealous,2
has problems - cannot get the site working,4
oh god they are breaking down so much plaster what are they doing in there  i like walls thanks,6
if only  i may make one out of dental floss later,3
do not say that - i really miss my red porsche (sold it  yrs ago),4
just played like  games of dota hahaha i want to go home,4
on my way to get the crate and bella dolce sad cuz is going tto richmond,4
terry terry terry i miss you,4
allianz interview went well got a rejection from mod though   going to be a long weekend as i hear from allianz on monday,6
any chance of seeing you at a race in germany unfortunately hardly any tv  news coverage of cycling here anymore,4
you are in harlem where i am so jealous right now i miss living in nyc,6
just had some babi pangang now off to friends tomorrow it is working time again,3
i voted and i could not,6
yeah i suppose,2
is all alone for the evening,2
- do not feel bad i got a foad for a promotion here too,4
sheesh my meds make me feel like i am at the bottom of the oceanand i have to go back to work today  be sad with me,6
it is a sad day found the first scratch on my car,6
i have  friends going  so jealous,6
how does this follow friday thing work  i do not have any real followers,2
oh it is been so long i cannot remember,6
this week has been awful,0
aw man half term is not long enough    lol,6
omg  i am so sorry anything i can do to help,2
is at the botanical gardens and its beautiful but she forgot an extra memory card so no pictures today,4
have to keep bumping the mouse so my computer does not go to sleep no internet access  no files to work on slowest friday eeeeevvveeerrrr,0
lucky i still want those blue ones,3
it is only on in glasgow,6
wats up with the racism in australia its not nice,6
change of plans will not be seeing up today,6
it is because finished the recordings,2
has no people skills,2
moving offices  i am going to miss you hollywood,4
off to guitar now i almost said swim phew,6
cannot did i forget to say that  hahaha   i would not be able to get home,2
understandable yah i leave on monday i will be gone when you are in chi,2
i know right,2
oh my god you are kidding wow  you must of moved out right after calleen got his  month shots,5
i do id love to go but i have a bunch of stuff to do that day do not think i actually could go,6
days without sleep and now a migraine i thought life postr was meant to be relaxing,4
please help me get this song out of my head,4
i am in science very boring,4
its overcast today again  it looks like it wants to clear up but i doubt it :/,6
party aber subway alle,2
dear mr president: please talk to us about what you plan to do re: dadt because right now you just look like a liar,6
what up ab circle anddd it is still in the box  f work,2
leaving now  do not miss me too much tweetbeaks,3
hm have you ever realized how incredibly over-rated tokio hotel is becoming it makes me sad,6
they have a list of  state parks here in pa that are under consideration for closing nice ones too,6
if something does not happen around here i am going to fall asleep,2
hurt my arm  cannot write hope it will be over for june the th,6
arrggghhhdang post office  did not get the package in yet may have to wait until tomorrow,6
life is too short i know its slefish but i wish everybody would outlive me,6
and i just saw something real sad on my lunch a dog with two broken back legs,6
okay got the card but my phone is fucked up at the moment  please use email to reach me sorry,6
back at home at the moment i am speaking to my aunt on the telephone and darius is neighting in the backround miss my little horse,4
i think my wireless router is dieing,6
immediately regretting my decision to come into the office today miss my bed,1
lost luggage sorry to hear  you should check out our selection of travel luggage here:,6
bad day history test tommorrow and i want to go out in the sun and play,6
the problem is that i am not finished with it  but i have logged in mass hours this week on it and i am not being paid pop,6
down again   seems like it never going to stop and i will never get what i want,6
lol she is offering me a case of guiness  can you one up her if you buy me two i will stay let us start the bidding wars,4
i wish i am on lock down  we need to catch up though seriously,6
sgt hughes has bacteria meningitis  so i disinfected our female latrine and i am writing an essay on meningitis for sgt ski,6
watched prison break special such a sad ending,4
i tried  vote  you the other day but i could not figure out how  do it  help lol,2
sorry to hear that,6
aww is getting married congrats to him and his new wife now i miss the wn weekend people,4
the new tecas driver license design is ugly,0
is getting her hair did shortly and hoping everything is going well for her friend currently getting surgery,6
spent the last hour signing yearbooks i will miss you guys,4
i put a real pic of myself up i am going to miss the avatar,2
goin to the mall and going to see the movie ghost of gfs past i hope its good and top it all i am goin alone  but ilook cute and feel good,3
is making me hungry  i had a bowl of cereal,2
if so the tmobile g is the hummer h i wish i had the battery life of an iphone,4
ready to go home   more hrs of wrk,2
oh no the sun's gone,4
i cannot get all my rwitters on my phone this phone sucks,0
all i want is to see him tonight  and i know it is not going to happen,6
are you going with jordan he told me to come but i am stuck at work,4
thanks very much for the #ff  my only one today,4
think about adding apple shampoo   my fav blink tune and in the  times i have seen you guys never heard it live,2
woooooo i am seeing you in glasgow when you come september is agessss away but,6
his fam would disown us if we were not there   both of us really wanted to come to the bbq  but got our weekends mixed up -,4
by the way hey people lol tgif hopefully you are day is gr mine is aight feeling like it kind of sucks i got no plans  the wknd,6
i am sick of being sick the weekend is here and i am ready to party,3
i want to watch that movie again maybe that dvd will work in my laptop since dawson's creek does not,2
i know  sorry,2
brown but it looks black  at least its not red cos it would have looked like a period stain :/,6
i hide my berry like a slave regularly only today i was caught by massa    i am def not light enough to be a juice pouring slave,4
omgzzz i just realised homer simspon are not real :o  haha,5
do you have a password for the san diego show mine is not working,5
patay na pala si pat morita the sensei on karate kid wax on wax off,2
it was not loading,2
lost luggage sorry to hear  you should check out our selection of travel luggage here:,6
will not be out until august but maybe someone really fast will xlate it,2
i have the biggest crush on pink but she does not know i am alive,1
i am out of books to read movies to watch n stuff to buyi'm bored,4
sad to say bye bye to these beautiful mountains,4
i missed giving away a ttc code,4
#twpp and no one told me,4
fortheloss dumbface  him not you what you up to on the wknd i want to seeeeeee ya,1
flirting i am about to good man with bad habits,6
it was the best evar  my first you did not awnser any of my questions  xoxo,5
why do not you make me feel like you used to,4
me and arlando are totally done i havn'e talked to him in a long timenow i just have to find a 'worth while' man,4
miley i tried voting for you and it will not let me vote for some reason  ill try back a little later,2
i wish i was still in cornwall - i miss my auntie's dogs,4
my bad i am always running,4
lol what is wrong workin right now sowwwy,3
always excited for a new chapter in my life just did not expect it to be so emotional,5
i am missing one of my diamond earrings this makes me sad,6
my music collection will be coming up to gb soon  haha,1
and my other peep got onto a game site who i will never see again,5
man i can cut my hair now i mean not with cory  procuts here i come,2
ok wtf why do you have something on your menu in the window if you do not sell it i wanted my bubble tea,4
what about me  i miss you too,4
want to go on the new manta ride  wish i was in the states,3
eating lunch cannot wait till  off work but got to work tomorrow,2
sooo i saw robs car drive by but that was about it,2
we are working,2
aww  i will keep sending it ;),3
i read some pretty awesome web comics today and there is nothing really good on woot today,3
ooohhhhh - sorry  so sad - never noticed the dollar signs #oxteach,4
damn damn and blast  i am at lmhr tomorrow and sam out   who is running it  i could see if she could join next week,6
ugly betty was sooooooo sad,4
boognish wishes clemmie would be nice to me,2
has research guilt as i spent the day feeling sorry for myself with a cold will need to spend significant time coding this weekend,6
oooh gosh google wave is looking pretty sexy lunch time's over though  back to powerpoint (significantly less sexy),2
completely bummed  i am stuck in a ford focus for the weekend  my car's in the shop,0
--,5
i got the dispatch e-mail about my books an hour ago and ups' status is already 'exception',6
i hate snood lol sorrry  i do not know how people play it,0
just got a subponea,3
showed my fluids decreasing slightly so does not look like she is letting me out of this bed anytime soon  i have a follow up you/s next week,2
only have   followers so sad,4
i have not have had an weird kiss yet  all were damn romanticaly hot #twpp,1
senior video in mustang update i am going to cry,4
i have to wait until i get home to watch the new moon trailer clip stupid work internet access restrictions,4
its so cold i wish or were here to cuddle with me,4
hmm anyone else have their iphone's earphones' grey rubber disintegrating,2
back at home and phone my grandma i love her and miss her,4
hey i was scared last night at : because of you and i had several bad nightmares,2
mcm is still my next main event  i will be happy to get back running soon  still run-less for  days,3
b/c we only have baby phat phat farm applebottoms  fubu and they come up pretty weak double,4
i am crossing my fingers and hoping that this copy of sims  workslast copy totally bit it hard,6
plasma fail this afternoon-- minutes of repeated needle stickage adjustment and pain    at least i still got paid,6
i missed them at red rocks  sad couple of days,6
fantastic week in london but atrocious  hour journey home,3
i seriously miss you and you are right i already asked justin to teach me but he has not told me how to yet,6
i have a feeling that we will be able to get anything we want as long as it is green,3
- i am alright thanks pal just bored witless bored to hell really want to' go out somewhere,6
for me everything ok except install crashed at the end and now safari crashes at every cmdq,6
i just heard from brendan (dj) that there is not a party on the boat this weekend,2
there is no good place to grab a quick healthy lunch in downtown golden looks like it may be safeway,4
oh nou do not have to hit him up he had a family emergency so there was a lil delay just cannot wait to see them,2
nic has no idea what he is going to do  money is all gone,6
such a shit show,6
added  more spots in memphis today and visited   needed a hot dog icon for a new restaurant so had to settle for a hamburger,3
i think i need a drink,6
wow way to be discouraged  i do not know anymore fml,4
the only thing is i am not a chocolate fan  but the thought was yhere,1
he is off,2
hi jonas brothers  you came to argentina la otra vez,2
sadly i do not think we will have a bunch of free ice cream this year,6
hmm announcing your summer shifts on facebookyou're cool hahaha mate i think i have got sunstroke  xxx,3
just try to do your best i hope you do not get laid off,5
i always choose to be a good guy even if i know its only a game i feel a bit bad doing evil things,4
dam i missed hollyoaks nite,4
bitter sweet moment want to leave but have nothing to go home to,4
thinks twitter does not like me,6
ps thought you were going to follow me back on twit-har,2
i jus found my id finally ; it was in the lint thingy in the dryer lol its all bent outta shape now  i am mad,5
ah it does not work for me  but i just want to say i love the beach girl you guys are acee england loves you (: xx,1
woow that is harsh  i am so sorry to hear that,5
do not you hate when you take a bite of an apple and its nastyim a very sad panda now,0
going out  i cannot do this crap anymore :'(,6
ok so  needs to hurry up and come wtf i want to go hooooommmeeee,3
i definitely missed listening to the spill canvas i miss seeing them live as well  now i am in stitches ooooover you and oooover you oh,4
dissapointed in every wayconfused and damaged by the ugly love bug,6
feel crappy today,4
hey how you feeling i know charla hit me to see there were any places she can gotoo young  did she have fun,2
dang itlooks like i have to work this weekend  they always do that at the last minute n i really wanted some time to practice my talk,6
man i wish i could just bathe in my ice-cold sunkist right now but then i would be sticky,3
people who smoke pot are so f   n stupid an instant turn off drugs in general why seriously   why,6
sad day redskins release jansen   best wishes to him,4
yo wats up how you doin day you havnt answerd any of my replys,6
i am following you but you are not on my dm list  can you try to dm me,6
pwnd from all sides,6
prom tonight too bad i am not going to be there,4
is on her way to nottingham icof tonight then no more gigs umtil download fail,2
fighting again,6
bad day  work's too stressfulbeen involved in a minor accident but everything's ok so far have to cut down immediately,4
ok grey/cold day in la listening to pj harvey jenny lewis cat poweri see a pattern here,4
i know  i am definitely going to try and see up this weekend,3
i had a dream there was some kind of bug on my eye,6
not sure where the real state market is moving  confused either hold or go ahead with the plans,4
i do not want to quit my job,0
- square b - she is sad because she was not there and now she is well square  (crocheted bee with poly fibe,4
- square b - she is sad because she was not there and now she is well square  (crocheted bee with poly fibe,2
actually i think the na release date was confirmed for september so it is a bit more of a wait,2
- square b - she is sad because she was not there and now she is well square  (crocheted bee with poly fibe,2
showed my fluid decreasing slightly so does not look like i am getting out of this bed anytime soon  i have got a follow up you/s next week,6
ps it is rainging,4
sitting at the doctor's office,2
have to run i will be on later and hopefully can catch everyone i missed today working on web is a bear and so i miss a lot,2
cannot figure out how to reply on tumblr sorry i do not get into nyc until / so i cannot go to any events b then,4
so not close enough that i could run out and get one,2
listening to busted - am i miss them,2
years for phil spector,2
i am saying my goodbye to my car for the next  weeks  i am going to miss it  its going to come back beautiful though,2
and there i miss you,1
not a happy camper  not having a good day at all,4
my sister is graduating too  i cannot afford to buy here anything,6
can i bring yself to go for the  heroism badges achievement,2
just passed the exit to baltimore,2
lord tariq has not been relevent since,2
going to for lunch today with  who is in i still need to hit the atm,3
a delay until midnight  bloody thomson,6
i am a child of the digital age i use twitter to ask such questions do not bring logic into this,2
worried about our arabelle tweet please or text,6
supposed to be visiting austin sun-thursbut not feeling well since vaca  would have said hello for sure,6
i am going to miss the show  at whitby for the weekend by the way i love your show radio  is always on ly x,4
oh how the ladies will suffer now  lol,6
running errands with geeta feeling like i have the plague,4
i miss matt today,6
i have but you know it is not that easy,5
want to hang out with beth and tenaya and their hubbys tonightbut jon wants to hang out with some other people,4
oh nodo you think he is lived out his lifespan,5
ahh my poor feeeeeet,6
ha i got another #followfriday take that  oh your listed too thanks a lot ya jerk,4
i did not get a hug today,4
what a bad day,6
perhaps she will start including #magic in all of her tweets now too by the way you did not write #magic in you are tweet to me,6
want to go out,2
tonight is my last night in my apartment,4
where is the music mannnn my inbox is still empty,0
i wish i had friends i could spend the night with,6
the pentagram has rejected the offering,6
my cat died of kidney failure during my math test  this day needs to get better,4
can we trade weather it is all gloomy today in la,4
i feel actual heartbreak last night  x,4
everybody is leaving work early except me,6
which was so unlike the pos in oakland they hated me,6
just broke a vase that i did not even get a chance to use,2
well let us be blessed together then too yes i feel better but i would be sick again though if my little was spared,6
oh i beg of you to add just a rd nite in dublin in october pleeeeeeeassseeeeeee,6
so tired   last group of the day is performing now it is been an interesting one,6
i have not got a text back  sod her i looks fabulous,5
i have had to do laundry for the last two days,4
sigh last day at work i has an sadifying in my heartparts,4
its two o clock in the morning,6
i missed the math trade,4
i wish you were playing at my prom,2
oh no oprah jumped in front again,2
i was going to cal you  i am not going to be able to cuz i close tonight and open tomorrow i am real sorry but i will have present,2
boingo connected without fuss this time but it is slower'n snail piss    (mdw food count between concourses a and b),6
ooo yuk  that is not good i am retching as we tweet,5
just that you are not here,2
i am so jealous- it is pouring right now,0
wishing i could go out of town this weekend,4
you got it poor thing not going to have a choice for much longer though,4
cold  raining in inglewood,2
i know me too  i am hoping since i got him sesame oil which he loves that he will let it slide fingers crossed,3
i cannot listen to music at work  i probably could try but then i will have to start hunting for a new job on monday,4
awww  that is no fun did you take something,6
on my way to work i am going to miss general hospital,2
ok love you girls but work beckons  will come back later for #twpp,1
i am saddened to see you felt the need to comment about clay i know you do not care but you lost one follower today,4
i am so hunrgy right now and these heels kill me i can hardly walk in them,2
just sitting waiting for my husband to get home,1
just paid /mo for a dedicated server  would rather get a slice  but i using ms sql,2
my twitter is on c r a c k,6
storming outside,6
i really do not like this weather,0
i am so excited to see you its been forever  my lil shan shan gettin married  ps did you really get a tattoo lol,1
: get into terminal and kill - it  which is really what force quit should do,2
i have the adam lambert version of feelin good in my head i miss idol already,4
well twitter does not even work from my phone anymore,0
lol y i see ya twitts all tha time n i did not get this one till right now lol and you never get mines  damn twitta,2
thank god for some overcast and ivory trying to get my mom to take me out to lunch egh does not look like its going to work,6
were you going to come the venue said that they could not afford to open so cancelled it i wish we were there now,2
i do not want to do this presentation,6
i need my fryend,6
ohai wilkes barre--scranton exit  estimated arrival time: : too far away,6
workin,2
had wonderful company and a not so bad salad today at mcdonalds for lunch now headed to my doctor's appt booh hiss,1
shower head broke while i was in the shower and shot straight  my headmay get a welt later on from it,2
kh is the only thing i will be a weeaboo about  i still prefer it in english but i am impatient haha,3
playing with lighters fire matches and grass,2
why would you get in trouble with me i did not follow the logic sorry,6
promised myself not to eat crisps but i am starving and there is nothing else quick to eat,4
speedbumps suck when you got to piss,3
starbuck,2
feel so out of the loop no twitter on my desktop and have not listened to weekly or read engadget in ages,2
dude my butt itches  but i cannot scratch it because people r here,6
about to get shot ow,6
we are off  i am sorry parents coming in around - going to eat with them then house-hunt in richardson raaaain cheeeck,0
worried about bry he has bronchitis and a sinus infection   poor baby,6
tweetdeck is acting really strange hum reinstall maybe update on the horizon or is it just another adobe memory leak,6
breaking the daily build broke my daily plan as well,2
is working  to close,2
ooh ouch   lovely weather but damn cover up sugar x,5
thanks though - am trying to be positive  wine may not be helping lol  wish i could make the gigs,6
we watched that one day in the middle of playing-- it really does not hold up,5
ok i want to quit my job,4
i did and i feel great   but i still miss it,6
awhh you alright,6
mom said no,2
sighs my head hurts  does anyone know if you can mix benadryl with claritin if you are already taking it with sudafed,6
hi  i have the net yayy i am here for a short time though,5
life should be exciting today but someone very close to me has mardy bum and its starting to rub off on me,6
trying to find someone to go to the mall with,2
running in the rain,2
awww me sorry its been so long you left me,4
your still thinking  cheer up buddy ),6
and i did not get your myspak comment  big sad,2
charbotgreen has been suspended  unusual activity,2
boreedd,2
my paycheck was nothing but a piece of paper,4
nothing they make it up last time i checked a jar of curry sauce there was no pepper inside i was disappointed,4
not eating funnel cake at mag fest is what i am doing,4
i would love for nicky poo and bri  howie  aj to wish me a happy birthday  please please please please pleaseee guys,1
think so although think i am being ignored not a good day,0
ahahaha that happens to me all the time  poor angela,3
wish i was going back to the lake for the weekendhad a blastmiss my lil bro,4
oh i am sorry hun  (((xxx)))) i am fine thankskids are driving me nuts but hey ho they are back to school on monday,6
wants to go catch happy hour to get me a strawberry lemonade slush (put me on them)but i do not have my carsuper,3
sneezing hurts my back,2
damn  real sorry to hear that ma,4
yeah prbly pickin up songs for singstar have not checked the last few store updates and do not know that cranberries song,3
no it doesn'tsheesh,5
i knooooow  i am just down on myself today i guess i will work on catching up instead it would take too long to get there now,6
aww i miss you too have not ate,4
exactly  he would not say it if they would hinted it to him i will seriously die with him if it is true,4
i know they are shit i am trying to sort out my portfolio and i do not know what to put in it,2
: aww i am sorry honey  that stinks,6
about to go pick up my roomate from the airportno more house to myself,6
the people are coming to kill my mouse on monday    i have mixed emotions  i mean he lives in my desk drawer,6
and i sit here all on my own doing nowt  hmmpfff lolhave a good night,6
flat tire city,2
yeahh ryland was amazing xd but i did not get a hug off him booo  suarez seemed a bit off tbhbut i think he would just woken up,3
can you follow me please,2
i ate waaaay to much candy today i feel sick,6
i do not want to   i am going to cry all the way home,6
work work work,2
just eaten and feel extremely bloated  now for the not so fun part,3
i have to say i find it very hard selling on etsy sometimes discouraging,6
was going to grandpa's place for lunch to celebrate his th  just found out it is changed to a chinese buffet  bringing gas-x,5
darn it my ds died    x,6
fever's down headache far worse bad enough that light or sound make me want  cry  new: wretched neck pain i am calling out to job#,6
oh eww that is suck,0
outlook not so good,6
was about to head downtownnow there is a flash flood  - photo:,5
itchy boobs,2
fingers crossed that my neighbor can sign for my ups package today otherwise it may be bye-bye pretty skirts,2
dude i hear ya i will be  two weeks from tomorrow i feel old,4
fiona is sad because there was not enought room in megan's suitcase for her,6
about to present my project,3
am i really hyperventilating over my hair  yes i most certainly am,6
have a good nap sorry bout the dumby at work,6
my brother is irritating and not just because he takes  wears my clothes without asking i want to punch him violently for shit he does,0
- does not have a phone,2
its pouring and i have holes in my shoes,6
i am more upset about the fact that  is the last year,6
i need a new phone already  or i needa go to the store and see if they will fix mine oo,6
can sum tells me how  vote  miley it seems sum peeple r still voting i went   nd it seems i cannot vote,2
r is going to be mad :/ science of sleep is missing and it is due back i did not even get to watch it,4
mexico city traffic  beating the rush hour to make it to the aeropuerto,4
aw man just watched hollyoaks again and it was very sad,1
i wish that mcfly dream was real aha i want tom to write in my action plannner  haaa it would be awesome though ;d,5
i am sorry you will not make it,4
looks nice never knew vhs had such a short life span hope my fav vhs is not dead,6
blocked on this end  i will have to try and remember it for later,2
installing a new hard drive got to redo everything though,6
parts of me are starting to feel the effects of over tanning,2
twitter will not let me update online my update box will not work,6
sorry not getting the reference/meme,2
ohh  yeah i sometimes forget  your in the other but cheek ok america,2
waiting for :  having cramps,3
friday has a whole different meaning when you have to work saturday and sunday,0
has has an ok day with jo she bit me and now its bruised,4
meeee too i am listening to sad music and missing you  ps -,4
i wrote a leadership essay about its founder the expansion did not went well tried to break in america lots of money burned,6
yep or it should b automatic that if you fall  someone that person does or smthng like that but the way it is sucks,4
its been clownin since it got flooded in htown in april got it repaired or so i thought,4
i have dried up superglue on my thunb,6
so much for skype for blackberry in may,2
the bunuelos were a huge hit but i had to skip shopping afterwards  let us see what kind of trouble i can get into here,5
great i let my friend use my ipod this morning and he uses it all day and kills the battery so now i cannot listen to demi,6
i am sorry,6
meep i cannot text patrick back babyyyyyy,6
you have not drawn me yet,1
wellnot the spurs,2
off to work,2
deadlines,2
lmao shush with my illness comes the joys of multiple mouth ulcers and i think they are coming back  they just healed,6
sad i do not know what to do with my life everything i have done since the age of  has been towards healthcare and nursing,6
i feel sorry for male singers  they are never going to be as great zac hanson pooorr fellas,4
good day sir i am hungry,2
having a bad day,6
i prefer overcast days too sorry it is hot where you are,4
my girl needs a hug she lost here cell phone,6
ughhhhmad as people make me some timesi do not like  have  do yucky thngs  i am not cut out  deal w hr stufppl's tears kill me,0
ayy fml nothing is perfect,4
yea feel like i am bein ignored,4
had a great session canvassing in the sun but now is miserable cus i have no to go to the pub with,6
about to start work and missing him like crazyi will not be seeing him till tuesday,4
i am so sorry  that really sucks,6
only  thing sucks about holidays: worrying about pets cats will be tgthr  cat resort but jonesy will not have much company  dad-in-law,6
misses so much,6
and why is everyone having a nice weather but prague,5
apple is expected to launch a new iphone this summer  hi my name is judy and i am addicted to apple products,5
twit twit twitter trying to legally watch a movie online its not happening,6
awwwww  would a virtual high five make it any better,3
on the airport in philadelphia at the moment waiting for the plane to leave in about an hour just six more hours on a plane,3
i am writing an exam on a saturday  that should be illegal  where is my weekend,0
staying in hve june exams  docent training class need to study   we hvng zombie movie sunday aftrn you both shld come over,3
i do not want to i am to spanish today,2
really wants a puppy,1
no problem unfortunately i think it was just something i had to sort out on my own,4
i know i should not be saying this but fuck iti'm horny as hell,4
home from school out tonight probably not,2
home do not feel like going to work tomorrow,4
wtf my tweets are not posting   super excited about the weekend jfg,2
oh noes  hope you feel better soon my head sympathizes with yours,6
ahhhh voting is closed for your categories  i would have voted for you in them though  i tried,4
had some fun in the sun i am not seeing my tan yet though      i want chocolate,4
i am fully obsessed with their burritos enchilado style my mom does not want to go with me though,2
ooo no i believe they have all closed down even the ones at the airport,2
i have to work tonight  m,2
thinking about all of the cleaning and organizing that needs to be done over the weekend,6
oy  get checked for ulcers please please please,6
why i got to be all that i sad now,4
i do not want to go to work tonight,6
wish i did not have to go to work tonight,4
still not feeling well,4
ready for eastenders - going to be a good one  then the last bgt semi final   final tomorrow night though  exciting stuff,3
yes finally fridaywhich tech means nothing to me since i am currently unemployed,6
biggest food fight/mosh pit ever and i miss it from across the school,4
next time i might not get there this time if the bus has anything to do with it,6
fire call today missed it,4
i met him hes from where i live  he goes clubbing the same places lol i do not get twittter,1
